Disease Name	Most General MONDO ID	Most General Label
SLC6A1-related neurodevelopmental disorder	MONDO:0859761	SLC12A2-related autosomal recessive neonatal-developmental delay-intellectual disability-feeding difficulty-sensorineural deafness syndrome
SLC6A8 deficiency	MONDO:0010305	creatine transporter deficiency
SLC9A6-related Christianson syndrome	MONDO:0010278	Christianson syndrome
SOX2 Anophthalmia Syndrome	MONDO:0008799	anophthalmia/microphthalmia-esophageal atresia syndrome
SOX2 anophthalmia syndrome	MONDO:0008799	anophthalmia/microphthalmia-esophageal atresia syndrome
SOX2-related optic nerve hypoplasia	MONDO:0008136	isolated optic nerve hypoplasia
SPG11 hereditary spastic paraplegia	MONDO:0011445	hereditary spastic paraplegia 11
SPG11-related hereditary spastic paraplegia	MONDO:0011445	hereditary spastic paraplegia 11
SPG15 hereditary spastic paraplegia	MONDO:0011992	hereditary spastic paraplegia 25
SPG7 hereditary spastic paraplegia	MONDO:0011803	hereditary spastic paraplegia 7
SPTAN1-Related Epileptic Encephalopathy	MONDO:0013277	developmental and epileptic encephalopathy, 5
SPTAN1-related epileptic encephalopathy	MONDO:0013277	developmental and epileptic encephalopathy, 5
STAT1 Deficiency	MONDO:0013427	immunodeficiency 31B
STAT1 deficiency	MONDO:0013427	immunodeficiency 31B
STAT3 deficiency (Autosomal Dominant Hyper IgE Syndrome)	MONDO:0007818	hyper-IgE recurrent infection syndrome 1, autosomal dominant
STING-associated vasculopathy with onset in infancy (SAVI)	MONDO:0014405	STING-associated vasculopathy with onset in infancy
STXBP1 encephalopathy (Early Infantile Epileptic Encephalopathy Type 4)	MONDO:0012812	developmental and epileptic encephalopathy, 4
STXBP1-Related Encephalopathy	MONDO:0012812	developmental and epileptic encephalopathy, 4
STXBP1-related Encephalopathy	MONDO:0012812	developmental and epileptic encephalopathy, 4
STXBP1-related early infantile epileptic encephalopathy	MONDO:0012812	developmental and epileptic encephalopathy, 4
STXBP1-related encephalopathy	MONDO:0012812	developmental and epileptic encephalopathy, 4
STXBP1-related epileptic encephalopathy (Early Infantile Epileptic Encephalopathy Type 4)	MONDO:0012812	developmental and epileptic encephalopathy, 4
SUCLA2-related mitochondrial DNA depletion syndrome	MONDO:0012301	mitochondrial DNA depletion syndrome, myopathic form
SUCLG1-related mitochondrial DNA depletion syndrome	MONDO:0014175	mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive
SYNGAP1-Related Intellectual Disability	MONDO:0012960	intellectual disability, autosomal dominant 5
SYNGAP1-related Intellectual Disability	MONDO:0012960	intellectual disability, autosomal dominant 5
SYNGAP1-related Intellectual Disability with Epilepsy	MONDO:0010339	epilepsy, X-linked 1, with variable learning disabilities and behavior disorders
SYNGAP1-related epileptic encephalopathy	MONDO:0034099	SYNGAP1-related developmental and epileptic encephalopathy
SYNGAP1-related intellectual disability	MONDO:0012960	intellectual disability, autosomal dominant 5
SYNGAP1-related intellectual disability with epilepsy	MONDO:0017325	early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation
SYNJ1-related Parkinsonism (PARK20)	MONDO:0014233	early-onset Parkinson disease 20
Saethre-Chotzen Syndrome	MONDO:0007042	Saethre-Chotzen syndrome
Saethre-Chotzen syndrome	MONDO:0007042	Saethre-Chotzen syndrome
Salla disease	MONDO:0011449	Salla disease
Sandhoff disease	MONDO:0010006	Sandhoff disease
Sandhoff disease (GM2 gangliosidosis type II)	MONDO:0010006	Sandhoff disease
Sanfilippo Syndrome (Mucopolysaccharidosis Type III)	MONDO:0018937	mucopolysaccharidosis type 3
Sanfilippo syndrome	MONDO:0018937	mucopolysaccharidosis type 3
Sanfilippo syndrome (Mucopolysaccharidosis Type III)	MONDO:0018937	mucopolysaccharidosis type 3
Sanfilippo syndrome (Mucopolysaccharidosis type III)	MONDO:0018937	mucopolysaccharidosis type 3
Sanjad-Sakati Syndrome	MONDO:0009426	hypoparathyroidism-retardation-dysmorphism syndrome
Sanjad-Sakati syndrome	MONDO:0009426	hypoparathyroidism-retardation-dysmorphism syndrome
Sanjad-Sakati syndrome (Hypoparathyroidism-Retardation-Dysmorphism syndrome)	MONDO:0009426	hypoparathyroidism-retardation-dysmorphism syndrome
Sarcoidosis	MONDO:0019338	sarcoidosis
Say-Barber-Biesecker-Young-Simpson syndrome	MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type
Schimke Immuno-Osseous Dysplasia	MONDO:0009458	Schimke immuno-osseous dysplasia
Schimke Immuno-Osseous Dysplasia (SIOD)	MONDO:0009458	Schimke immuno-osseous dysplasia
Schimke immuno-osseous dysplasia	MONDO:0009458	Schimke immuno-osseous dysplasia
Schinzel-Giedion syndrome	MONDO:0010010	Schinzel-Giedion syndrome
Schmid metaphyseal chondrodysplasia	MONDO:0007983	Schmid metaphyseal chondrodysplasia
Schwartz-Jampel syndrome	MONDO:0009717	Schwartz-Jampel syndrome
Schöpf-Schulz-Passarge Syndrome	MONDO:0009145	SchC6pf-Schulz-Passarge syndrome
Scimitar syndrome	MONDO:0017705	congenital pulmonary venous return anomaly
Scleromyxedema	MONDO:0015665	scleromyxedema
Sclerosteosis	MONDO:0017838	sclerosteosis
Seckel Syndrome	MONDO:0019342	Seckel syndrome
Seckel syndrome	MONDO:0019342	Seckel syndrome
Selective IgA deficiency	MONDO:0001341	selective IgA deficiency disease
Selective IgG Subclass Deficiency	MONDO:0001901; MONDO:0013576 (no common general term found)	recurrent infections associated with rare immunoglobulin isotypes deficiency; selective IgG subclass deficiency
Selective IgG subclass deficiency	MONDO:0001901; MONDO:0013576 (no common general term found)	recurrent infections associated with rare immunoglobulin isotypes deficiency; selective IgG subclass deficiency
Selective IgM Deficiency	MONDO:0018039	selective IgM deficiency
Selective IgM deficiency	MONDO:0018039	selective IgM deficiency
Selective Immunoglobulin A (IgA) Deficiency	MONDO:0001341	selective IgA deficiency disease
Self-Limited Epilepsy with Focal Seizures in Infancy	MONDO:0100023	self-limited familial neonatal epilepsy
Self-Limited Epilepsy with Onset in Infancy	MONDO:0100023	self-limited familial neonatal epilepsy
Self-Limited Familial Infantile Epilepsy	MONDO:0100024	self-limited familial infantile epilepsy
Self-Limited Focal Epilepsy of Infancy	MONDO:0100023	self-limited familial neonatal epilepsy
Self-Limited Infantile Epilepsy	MONDO:0100023	self-limited familial neonatal epilepsy
Self-Limited Neonatal Epilepsy	MONDO:0100023	self-limited familial neonatal epilepsy
Self-limited infantile epilepsy	MONDO:0100023	self-limited familial neonatal epilepsy
Sengers syndrome	MONDO:0008922	Sengers syndrome
Senior-Loken Syndrome	MONDO:0017842	Senior-Loken syndrome
Senior-Loken syndrome	MONDO:0017842	Senior-Loken syndrome
Senior-Løken syndrome	MONDO:0010031	Sjogren-Larsson syndrome
Sensenbrenner syndrome	MONDO:0009032	cranioectodermal dysplasia
Sepiapterin reductase deficiency	MONDO:0012994	dopa-responsive dystonia due to sepiapterin reductase deficiency
Septo-Optic Dysplasia	MONDO:0008428	septooptic dysplasia
Septo-optic dysplasia	MONDO:0008428	septooptic dysplasia
Septo-optic dysplasia (De Morsier syndrome)	MONDO:0008428	septooptic dysplasia
Serine biosynthesis defects	MONDO:0035004	serine biosynthesis pathway deficiency, infantile/juvenile form
Serine biosynthesis disorders	MONDO:0018162	neurometabolic disorder due to serine deficiency
Severe Combined Immunodeficiency	MONDO:0015974	severe combined immunodeficiency
Severe Combined Immunodeficiency (SCID)	MONDO:0015974	severe combined immunodeficiency
Severe Combined Immunodeficiency (SCID) due to RAG mutations	MONDO:0011086	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive
Severe Insulin Resistance Syndromes	MONDO:0012520	insulin-resistance syndrome type A
Severe T-cell immunodeficiency	MONDO:0044200	T-B+ severe combined immunodeficiency
Severe atopic dermatitis	MONDO:0006514	obsolete recalcitrant atopic dermatitis
Severe combined immunodeficiency	MONDO:0015974	severe combined immunodeficiency
Severe combined immunodeficiency (SCID)	MONDO:0015974	severe combined immunodeficiency
Severe combined immunodeficiency (SCID) with NK cell deficiency	MONDO:0015974	severe combined immunodeficiency
Severe combined immunodeficiency due to MHC class II deficiency	MONDO:0008855	MHC class II deficiency
Severe congenital neutropenia	MONDO:0018542	severe congenital neutropenia
Severe congenital neutropenia (Kostmann disease)	MONDO:0012548	Kostmann syndrome
Severe congenital neutropenia (Kostmann syndrome)	MONDO:0012548	Kostmann syndrome
Shapiro syndrome	MONDO:0017577	spontaneous periodic hypothermia
Sheldon-Hall syndrome	MONDO:0011128	Sheldon-hall syndrome
Sheldon-Hall syndrome (Distal arthrogryposis type 2B)	MONDO:0011128	Sheldon-hall syndrome
Short QT Syndrome	MONDO:0000453	short QT syndrome
Short QT syndrome	MONDO:0000453	short QT syndrome
Short-rib polydactyly syndrome	MONDO:0015461	short rib-polydactyly syndrome
Shprintzen-Goldberg Syndrome	MONDO:0008426	Shprintzen-Goldberg syndrome
Shprintzen-Goldberg syndrome	MONDO:0008426	Shprintzen-Goldberg syndrome
Shwachman-Diamond Syndrome	MONDO:0009833	Shwachman-Diamond syndrome
Shwachman-Diamond syndrome	MONDO:0009833	Shwachman-Diamond syndrome
Sialidosis	MONDO:0017734	sialidosis
Sialidosis type 1	MONDO:0019346	sialidosis type 1
Sialidosis type I	MONDO:0019346	sialidosis type 1
Sialidosis type II	MONDO:0009738	sialidosis type 2
Sickle Cell Disease	MONDO:0011382	sickle cell anemia
Sickle cell anemia	MONDO:0011382	sickle cell anemia
Sickle cell disease	MONDO:0011382	sickle cell anemia
Siderius X-linked intellectual disability syndrome	MONDO:0010286	syndromic X-linked intellectual disability Siderius type
Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay (SIFD)	MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome
Sideroblastic anemia with ataxia (ABCB7 deficiency)	MONDO:0010524	X-linked sideroblastic anemia with ataxia
Sideroblastic anemia with immunodeficiency and developmental delay (SIFD)	MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome
Sideroblastic anemia with immunodeficiency, fevers, and developmental delay (SIFD)	MONDO:0014487	congenital sideroblastic anemia-B-cell immunodeficiency-periodic fever-developmental delay syndrome
Silver Syndrome	MONDO:0010043	hereditary spastic paraplegia 17
Silver syndrome	MONDO:0010043	hereditary spastic paraplegia 17
Silver-Russell Syndrome	MONDO:0008394	Silver-Russell syndrome
Silver-Russell syndrome	MONDO:0008394	Silver-Russell syndrome
Simpson-Golabi-Behmel syndrome	MONDO:0010731	Simpson-Golabi-Behmel syndrome
Sitosterolemia	MONDO:0008863	sitosterolemia
Sjögren's syndrome	MONDO:0010030	Sjogren syndrome
Sjögren-Larsson syndrome	MONDO:0010031	Sjogren-Larsson syndrome
Sly syndrome (Mucopolysaccharidosis type VII)	MONDO:0009662	mucopolysaccharidosis type 7
Smith-Kingsmore Syndrome	MONDO:0014716	macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
Smith-Lemli-Opitz Syndrome	MONDO:0010035	Smith-Lemli-Opitz syndrome
Smith-Lemli-Opitz syndrome	MONDO:0010035	Smith-Lemli-Opitz syndrome
Smith-Magenis Syndrome	MONDO:0008434	Smith-Magenis syndrome
Smith-Magenis syndrome	MONDO:0008434	Smith-Magenis syndrome
Smooth muscle dysfunction syndrome	MONDO:0013452	multisystemic smooth muscle dysfunction syndrome
Snyder-Robinson syndrome	MONDO:0010664	syndromic X-linked intellectual disability Snyder type
Sorsby Fundus Dystrophy	MONDO:0007640	Sorsby fundus dystrophy
Sorsby fundus dystrophy	MONDO:0007640	Sorsby fundus dystrophy
Sotos Syndrome	MONDO:0019349	Sotos syndrome
Sotos syndrome	MONDO:0019349	Sotos syndrome
Sotos syndrome (Cerebral gigantism)	MONDO:0019349	Sotos syndrome
Southeast Asian ovalocytosis	MONDO:0008165	southeast Asian ovalocytosis
Spastic Diplegia Cerebral Palsy	MONDO:0001167	spastic diplegia
Spastic Diplegic Cerebral Palsy	MONDO:0001167	spastic diplegia
Spastic Paraplegia Type 11 (SPG11)	MONDO:0011445	hereditary spastic paraplegia 11
Spastic Paraplegia Type 15 (SPG15)	MONDO:0011992	hereditary spastic paraplegia 25
Spastic Paraplegia Type 2	MONDO:0010733	hereditary spastic paraplegia 2
Spastic cerebral palsy	MONDO:0000396	spastic cerebral palsy
Spastic paraplegia (hereditary spastic paraplegia)	MONDO:0019064	hereditary spastic paraplegia
Spastic paraplegia type 11 (SPG11)	MONDO:0011445	hereditary spastic paraplegia 11
Spastic paraplegia type 15 (SPG15)	MONDO:0011992	hereditary spastic paraplegia 25
Specific Antibody Deficiency	MONDO:0019093	immunodeficiency due to selective anti-polysaccharide antibody deficiency
Specific Learning Disorder	MONDO:0016225	specific learning disability
Specific language impairment (developmental language disorder)	MONDO:0000724	specific language impairment
Spina bifida	MONDO:0008449; MONDO:0020705 (no common general term found)	neural tube defects, susceptibility to; spina bifida
Spina bifida (meningocele) with tethered cord syndrome	MONDO:0019773	myelomeningocele
Spinal Cord Tumor	MONDO:0021234	spinal cord neoplasm
Spinal Muscular Atrophy	MONDO:0001516	spinal muscular atrophy
Spinal Muscular Atrophy (SMA)	MONDO:0001516	spinal muscular atrophy
Spinal Muscular Atrophy (SMA) Type 2	MONDO:0009673	spinal muscular atrophy, type II
Spinal Muscular Atrophy (SMA) Type II	MONDO:0009673	spinal muscular atrophy, type II
Spinal Muscular Atrophy (SMA) Type III	MONDO:0009672	spinal muscular atrophy, type III
Spinal Muscular Atrophy Type 1	MONDO:0009669	spinal muscular atrophy, type 1
Spinal Muscular Atrophy Type 2	MONDO:0009673	spinal muscular atrophy, type II
Spinal Muscular Atrophy Type I	MONDO:0009669	spinal muscular atrophy, type 1
Spinal Muscular Atrophy Type I (Werdnig-Hoffmann Disease)	MONDO:0009669	spinal muscular atrophy, type 1
Spinal Muscular Atrophy Type II	MONDO:0009673	spinal muscular atrophy, type II
Spinal Muscular Atrophy Type III (Kugelberg-Welander Disease)	MONDO:0010338	X-linked distal spinal muscular atrophy type 3
Spinal Muscular Atrophy Type IV	MONDO:0010056	spinal muscular atrophy, type IV
Spinal Muscular Atrophy type I (Werdnig-Hoffmann disease)	MONDO:0009669	spinal muscular atrophy, type 1
Spinal Muscular Atrophy with Lower Extremity Predominance (SMA-LED)	MONDO:0032660	spinal muscular atrophy, lower extremity-predominant, 2b, prenatal onset, autosomal dominant
Spinal Muscular Atrophy with Progressive Myoclonic Epilepsy	MONDO:0008045	spinal muscular atrophy-progressive myoclonic epilepsy syndrome
Spinal Muscular Atrophy with Respiratory Distress Type 1 (SMARD1)	MONDO:0018450	spinal muscular atrophy with respiratory distress type 2
Spinal Muscular Atrophy with Respiratory Distress type 1 (SMARD1)	MONDO:0018450	spinal muscular atrophy with respiratory distress type 2
Spinal cord tumor	MONDO:0021234	spinal cord neoplasm
Spinal cord tumor (intramedullary astrocytoma)	MONDO:0004363	adult spinal cord glioblastoma
Spinal muscular atrophy	MONDO:0001516	spinal muscular atrophy
Spinal muscular atrophy (SMA Type III)	MONDO:0009672	spinal muscular atrophy, type III
Spinal muscular atrophy (SMA)	MONDO:0001516	spinal muscular atrophy
Spinal muscular atrophy (SMA) type III (Kugelberg-Welander disease)	MONDO:0009672	spinal muscular atrophy, type III
Spinal muscular atrophy (adult-onset)	MONDO:0016115	obsolete bulbospinal muscular atrophy of adulthood
Spinal muscular atrophy type 1	MONDO:0009669	spinal muscular atrophy, type 1
Spinal muscular atrophy type 2	MONDO:0009673	spinal muscular atrophy, type II
Spinal muscular atrophy type 3 (Kugelberg-Welander disease)	MONDO:0010338	X-linked distal spinal muscular atrophy type 3
Spinal muscular atrophy type 4 (adult-onset)	MONDO:0010056	spinal muscular atrophy, type IV
Spinal muscular atrophy type I	MONDO:0009669	spinal muscular atrophy, type 1
Spinal muscular atrophy type I (Werdnig-Hoffmann disease)	MONDO:0009669	spinal muscular atrophy, type 1
Spinal muscular atrophy type II	MONDO:0009673	spinal muscular atrophy, type II
Spinal muscular atrophy type III	MONDO:0009672	spinal muscular atrophy, type III
Spinal muscular atrophy type III (Kugelberg-Welander disease)	MONDO:0010338	X-linked distal spinal muscular atrophy type 3
Spinal muscular atrophy type IV	MONDO:0010056	spinal muscular atrophy, type IV
Spinal muscular atrophy with lower extremity predominance (SMA-LED)	MONDO:0032660	spinal muscular atrophy, lower extremity-predominant, 2b, prenatal onset, autosomal dominant
Spinal muscular atrophy with respiratory distress type 1 (SMARD1)	MONDO:0018450	spinal muscular atrophy with respiratory distress type 2
Spinocerebellar Ataxia	MONDO:0000437	cerebellar ataxia
Spinocerebellar Ataxia (Early-Onset Forms)	MONDO:0010529	X-linked spinocerebellar ataxia type 3
Spinocerebellar Ataxia (SCA)	MONDO:0008457	spinocerebellar ataxia type 6
Spinocerebellar Ataxia Type 1	MONDO:0008119	spinocerebellar ataxia type 1
Spinocerebellar Ataxia Type 1 (SCA1)	MONDO:0008119	spinocerebellar ataxia type 1
Spinocerebellar Ataxia Type 2	MONDO:0008458	spinocerebellar ataxia type 2
Spinocerebellar Ataxia Type 2 (SCA2)	MONDO:0008457	spinocerebellar ataxia type 6
Spinocerebellar Ataxia Type 3 (Machado-Joseph Disease)	MONDO:0007182	Machado-Joseph disease
